Unnamed: 0,X,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,entrez
1784,ENSMUSG00000025779.11,400.50305048683896,0.8575640245822116,0.08114293925438812,2.5177034069345908e-26,2.5143163619925264e-25,Ly96,17087.0
1785,ENSMUSG00000029313.19,4186.731870894982,0.7008716466366942,0.06622312303856442,2.5773612707631585e-26,2.5724520111998e-25,Aff1,17355.0
1786,ENSMUSG00000027115.15,73.9479688667021,-3.087370352591552,0.2968405248105981,2.6798149732423434e-26,2.6732129654695177e-25,Kif18a,228421.0
1787,ENSMUSG00000029014.15,1603.6178499764076,0.7323436521596414,0.06925150890878767,2.776711399994325e-26,2.7683206660491825e-25,Dnajc2,22791.0
1788,ENSMUSG00000034723.12,1430.3450839710702,-0.6147360044688919,0.0581107307610561,2.8547612861921653e-26,2.8445429012751463e-25,Tmx4,52837.0
1789,ENSMUSG00000000561.15,814.5693971435894,-0.9312923230314332,0.08818666184584607,2.8566535167554354e-26,2.8448372864457704e-25,Wdr77,70465.0
1790,ENSMUSG00000023919.9,157.60894624630336,-1.7930071890087442,0.17136476440246343,2.886715444506949e-26,2.873168846890268e-25,Cenpq,83815.0
1791,ENSMUSG00000042121.17,646.4116776667252,1.0849521516374296,0.10308239969281335,3.044558643076799e-26,3.0285793849835986e-25,Ssh1,231637.0
1792,ENSMUSG00000004040.17,3111.4843110461475,1.0373340606342758,0.09870777117991057,3.1097792826262213e-26,3.0917314564324085e-25,Stat3,20848.0
1793,ENSMUSG00000061666.7,885.3426073828862,0.714517908731667,0.06766190003242156,3.258427220050349e-26,3.2377099471509767e-25,Gdpd1,66569.0
1794,ENSMUSG00000024210.4,49.613930553209926,6.531858072251424,0.6142646837542335,3.359526051999704e-26,3.336305247626908e-25,Ip6k3,271424.0
1795,ENSMUSG00000013701.14,2272.202419684951,0.6314327082680536,0.05981270967701044,3.4091623052633224e-26,3.3837122913967324e-25,Timm23,53600.0
1796,ENSMUSG00000003970.10,9801.877994801273,-0.4569961539930729,0.04330361429229545,3.4483179440582533e-26,3.4206699605424185e-25,Rpl8,26961.0
1797,ENSMUSG00000038774.10,2140.7223909864388,1.1173172736441173,0.1063666743794016,3.686512613067075e-26,3.6549197949027827e-25,Ascc3,77987.0
1798,ENSMUSG00000020178.7,393.0054033742549,6.5144119658805675,0.6576601877351121,4.185205356413881e-26,4.147031069514444e-25,Adora2a,11540.0
1799,ENSMUSG00000063275.16,101.43261306009046,-2.0809792776411187,0.2003005284503481,4.589159019302628e-26,4.544772489599534e-25,Hacd1,30963.0
1800,ENSMUSG00000038888.9,304.85303573066693,1.0333480483745148,0.0984781123084865,4.7912388933664617e-26,4.742261784678716e-25,Ctu1,233189.0
1801,ENSMUSG00000024835.16,7854.84197471414,0.8473896610970255,0.08069203613835789,4.834624618169353e-26,4.782547040383409e-25,Coro1b,23789.0
1802,ENSMUSG00000031938.16,1306.9073876269008,-0.633442555548309,0.0601551071486687,4.8701791129432004e-26,4.815045009777806e-25,4931406C07Rik,70984.0
1803,ENSMUSG00000062248.6,122.90015716894794,-1.9864563351290794,0.19106619741407285,4.8910667485489187e-26,4.833014153751943e-25,Cks2,66197.0
1804,ENSMUSG00000095687.3,2457.300308298917,1.6387700850314206,0.15715543267173424,5.057928054038943e-26,4.995124512791452e-25,Rnaset2a,100037283.0
1805,ENSMUSG00000020644.10,3005.9450858310706,0.7965068146647998,0.07581277670056404,5.3569698658744e-26,5.287522167890211e-25,Id2,15902.0
1806,ENSMUSG00000034773.17,81.33681593783523,-6.248063416079045,0.5895834083368964,5.416737316078171e-26,5.343554375595166e-25,Hrob,217216.0
1807,ENSMUSG00000032555.11,1682.6231627383331,-1.449509830073158,0.13881688952973636,5.536461845092387e-26,5.458638861769007e-25,Topbp1,235559.0
1808,ENSMUSG00000022102.14,3525.9019112290634,-1.826152617256901,0.17595114229200268,5.572218778372561e-26,5.490854521874201e-25,Dok2,13449.0
1809,ENSMUSG00000029613.16,1805.0960007378899,0.4167516792323759,0.03960029132515943,5.605737257337194e-26,5.520830015296819e-25,Eif2ak1,15467.0
1810,ENSMUSG00000074141.14,443.15557436944516,2.180237894371759,0.21038584849840414,5.659357825371517e-26,5.570559061702705e-25,Il4i1,14204.0
1811,ENSMUSG00000026558.14,462.8754988327399,-2.6911979955213483,0.26195274739941715,5.778719349351841e-26,5.684906898291132e-25,Uck2,80914.0
1812,ENSMUSG00000047423.11,1003.7017085139734,0.7413835410021351,0.0706739592225424,6.435389725434878e-26,6.327422922094249e-25,AI837181,107242.0
1813,ENSMUSG00000090125.4,67.66875808416745,2.7640737467787204,0.26763872473388456,6.475754616247277e-26,6.3635986896338375e-25,Pou3f1,18991.0
1814,ENSMUSG00000051043.17,492.03144464306,-6.051669645019573,0.6038187945360027,6.64406281579141e-26,6.525392675090395e-25,Gprc5c,70355.0
1815,ENSMUSG00000017221.15,2517.3299197990555,0.4094704533162514,0.03898543149884959,6.952555304013495e-26,6.824612963983715e-25,Psmd3,22123.0
1816,ENSMUSG00000030742.8,105.86430624674503,-2.9191651239802416,0.28262659225376935,7.026174773632207e-26,6.89307983298631e-25,Lat,16797.0
1817,ENSMUSG00000057135.13,116.44764962756793,2.732164099441015,0.263949854360819,7.251562449421936e-26,7.110282696692418e-25,Scimp,327957.0
1818,ENSMUSG00000033960.7,360.22330629752594,-1.1849451578093086,0.1135315817936575,7.267284325064852e-26,7.121778742318779e-25,Jcad,240185.0
1819,ENSMUSG00000022191.17,909.0908482371382,0.7353275427712892,0.07016368809825654,7.506344501851463e-26,7.352008446673209e-25,Drosha,14000.0
1820,ENSMUSG00000063457.15,6379.247189135936,-0.5758396549249286,0.05503983935352957,8.269202559142675e-26,8.0947314721805445e-25,Rps15,20054.0
1821,ENSMUSG00000031858.17,1477.0225347016828,0.5815383529659641,0.055533185504934156,9.253016644783566e-26,9.052814088054036e-25,Mau2,74549.0
1822,ENSMUSG00000055602.18,38.422472685941926,5.843621937544388,0.55880352857548,9.457193824883238e-26,9.247495344902293e-25,Tcp10b,21462.0
1823,ENSMUSG00000015961.9,1867.0265728407846,-0.7645074400903958,0.07317629131490637,9.655997829676893e-26,9.436711866896518e-25,Adss,11566.0
1824,ENSMUSG00000026134.12,288.1871150812007,-1.2077717495596814,0.11607755515215355,9.682213642438493e-26,9.457144641101109e-25,Prim2,19076.0
1825,ENSMUSG00000085741.9,75.8267999389326,1.8729922406357726,0.18107819199786865,9.697333650386281e-26,9.466723085768875e-25,5430405H02Rik,74487.0
1826,ENSMUSG00000032691.15,1214.448951253131,0.8958181485290189,0.08575252018706378,9.736728023949312e-26,9.499975162906952e-25,Nlrp3,216799.0
1827,ENSMUSG00000090213.2,4107.79023225914,-0.4949225624816114,0.04701063809887842,1.0236980378372378e-25,9.982596738975495e-25,Peds1,407243.0
1828,ENSMUSG00000046295.14,51.782309495726714,-4.986192613610077,0.4799537673471641,1.0315886924786238e-25,1.0054039466739149e-24,Ankle1,234396.0
1829,ENSMUSG00000007570.17,449.72248280472786,-1.2295236505723093,0.11836347802234651,1.034026989012255e-25,1.0072293513527794e-24,Fance,72775.0
1830,ENSMUSG00000024914.17,2754.8004421138226,0.47610183404758877,0.04553960133372069,1.1994455654913314e-25,1.167722524305659e-24,Drap1,66556.0
1831,ENSMUSG00000021451.17,5730.32576842273,1.0487468563864462,0.10084382071998123,1.2245688938769353e-25,1.1915302792633249e-24,Sema4d,20354.0
1832,ENSMUSG00000090222.3,63.24048936688573,2.997850107816377,0.29248113577793794,1.226490714275416e-25,1.1927488299962232e-24,,
1833,ENSMUSG00000024603.9,2116.7148045074405,0.5073064094942134,0.0485361769473146,1.2415590650886774e-25,1.2067439336399277e-24,Dctn4,67665.0
1834,ENSMUSG00000028016.10,913.4938457922605,0.9686393062933656,0.09312340795693617,1.3008923837223229e-25,1.263724029901685e-24,Ints12,71793.0
1835,ENSMUSG00000030298.11,1936.8464317604412,0.57654768603927,0.05520048938708291,1.3851912144954204e-25,1.344881017844709e-24,Sec13,110379.0
1836,ENSMUSG00000091549.2,328.5353459594495,1.6622821822115863,0.16120805957278364,1.4170785414636717e-25,1.3750910291240074e-24,,
1837,ENSMUSG00000055866.10,132.9130629580582,1.3733961315551093,0.13274848091888686,1.4408746039651407e-25,1.3974209006120276e-24,Per2,18627.0
1838,ENSMUSG00000095595.3,1650.9105639784184,0.5246876397863166,0.050326303217109056,1.5198296882813947e-25,1.473192912210083e-24,Fam177a,73385.0
1839,ENSMUSG00000024529.15,220.14321667224675,3.2223878091993865,0.3155047734525973,1.5280978797409817e-25,1.4804019480949065e-24,Lox,16948.0
1840,ENSMUSG00000027404.17,2739.9754282066306,-0.5246583029413104,0.05019290395550551,1.5428328354834623e-25,1.4938646628789872e-24,Snrpb,20638.0
1841,ENSMUSG00000019969.15,3459.7145085317616,0.7084076655885633,0.06800889848430995,1.7426256944584265e-25,1.686399748640485e-24,Psen1,19164.0
1842,ENSMUSG00000040249.16,22475.43322008963,-1.1811807006374928,0.11420340702934455,1.8322127343894535e-25,1.772133663185804e-24,Lrp1,16971.0
1843,ENSMUSG00000040811.16,951.6820480136789,0.8733278852306746,0.08412089069511591,1.8520655082760835e-25,1.7903634886297723e-24,Eml2,72205.0
1844,ENSMUSG00000053040.14,2041.9191074965804,-1.216817296260796,0.11759007686773507,1.8783028816520164e-25,1.8147420899952455e-24,Aph1c,68318.0
1845,ENSMUSG00000037852.9,238.54986288015226,-1.4619751092705209,0.14204883614270836,2.1699394876205427e-25,2.0953735453359128e-24,Cpe,12876.0
1846,ENSMUSG00000028551.15,517.7141938598847,-1.8666419255154423,0.18233360399431556,2.2473268254065566e-25,2.168926041248278e-24,Cdkn2c,12580.0
1847,ENSMUSG00000010461.17,113.69649481097018,-1.6130169005941721,0.1568933858406211,2.2851413422562714e-25,2.2042272958114635e-24,Eya4,14051.0
1848,ENSMUSG00000010051.16,481.3258183134854,-1.6851359312466188,0.16421170844864874,2.4198611408653747e-25,2.3329137492238912e-24,Hyal1,15586.0
1849,ENSMUSG00000030789.10,6154.339768040798,-2.5186797048980774,0.24700959521867338,2.555431787628334e-25,2.4622808398261974e-24,Itgax,16411.0
1850,ENSMUSG00000032615.15,377.4380796077568,0.8860139317526153,0.08568851913806724,2.7915710212095593e-25,2.6883583412902434e-24,Nt5m,103850.0
1851,ENSMUSG00000024414.14,882.8239222149307,0.9442145227728501,0.09141512920537351,3.1355612101612937e-25,3.017998839558812e-24,Mrpl27,94064.0
1852,ENSMUSG00000038299.17,1227.4649448710204,-0.7056522811069841,0.0682518952673787,3.345382489059425e-25,3.2182146017863236e-24,Wdr36,225348.0
1853,ENSMUSG00000039232.13,534.1173300883274,2.475432331013795,0.2436612510403404,3.5353356292340407e-25,3.3991116875571325e-24,Stx11,74732.0
1854,ENSMUSG00000058240.15,841.7366205178151,0.9449317319237704,0.09174271341519243,3.9939633511565787e-25,3.837996281780237e-24,Cryzl1,66609.0
1855,ENSMUSG00000104498.2,392.25082118469413,1.1988058216399293,0.11678494675701354,4.074220594895062e-25,3.9130088473666e-24,,
1856,ENSMUSG00000112843.2,47.803713440156436,2.64103401074403,0.25923476203720397,4.136966255519568e-25,3.9711309702767576e-24,,
1857,ENSMUSG00000050106.19,127.26817371816138,-2.4434590683089574,0.2407968911617854,4.167443116541847e-25,3.998231909763573e-24,Tmc8,217356.0
1858,ENSMUSG00000001227.13,354.64100299751715,-1.0124525879948945,0.09844907018225069,4.249861489221224e-25,4.0751093806224616e-24,Sema6b,20359.0
1859,ENSMUSG00000029993.17,799.9561712570634,0.8521157627472234,0.08273021218132035,4.28992793438799e-25,4.1113155502451e-24,Nfu1,56748.0
1860,ENSMUSG00000028333.11,4853.309954425515,-0.5939532250119457,0.05753898674622974,4.376962282994329e-25,4.19064916995983e-24,Anp32b,67628.0
1861,ENSMUSG00000029163.10,2578.463578661159,0.6667176002630224,0.06462098373945606,4.377412497359252e-25,4.19064916995983e-24,Emilin1,100952.0
1862,ENSMUSG00000050064.15,64.25207919640815,-2.49403227931838,0.24502419021949762,4.66640232571702e-25,4.464909980396049e-24,Zfp697,242109.0
1863,ENSMUSG00000032397.8,301.522259003726,-1.68209188416793,0.16510334722145278,4.711250679295148e-25,4.505402152566954e-24,Tipin,66131.0
1864,ENSMUSG00000021583.8,3203.8363446045532,0.935906811455628,0.09108472943882472,4.848654724540399e-25,4.634315052168012e-24,Erap1,80898.0
1865,ENSMUSG00000041241.13,936.3589802914286,0.7289118365147472,0.07079331013913095,4.979850913583358e-25,4.757159457179684e-24,Mul1,68350.0
1866,ENSMUSG00000022422.14,48.25470711873581,-4.20537103807572,0.41331098687937107,5.166938215916009e-25,4.933235329837065e-24,Dscc1,72107.0
1867,ENSMUSG00000017417.15,611.3217980323916,-0.9926170844090733,0.09672871646709738,5.347563082673244e-25,5.1029557515215056e-24,Plxdc1,72324.0
1868,ENSMUSG00000019303.15,63.51516884584489,-2.3694831772354137,0.2332124865977211,5.45806369481461e-25,5.205613639551236e-24,Psmc3ip,19183.0
1869,ENSMUSG00000029561.18,5385.314567492316,4.312589454170723,0.427633178616034,5.52023617481411e-25,5.262093509389416e-24,Oasl2,23962.0
1870,ENSMUSG00000021969.9,3167.102603016789,-0.5542002172770951,0.053823202958216576,5.871657037350263e-25,5.594087795584615e-24,Zdhhc20,75965.0
1871,ENSMUSG00000033530.9,1373.4520117207333,-0.6345558124279189,0.061676611000869803,5.9015114252919025e-25,5.619525791181216e-24,Ttc7b,104718.0
1872,ENSMUSG00000049119.15,192.76752899397937,-1.497523350498031,0.14691375197127537,6.068053467326912e-25,5.775023534930356e-24,Fam110b,242297.0
1873,ENSMUSG00000094777.3,190.93964325940894,-3.02415726061428,0.3003679672747845,6.202052999977487e-25,5.899400760683337e-24,H2ac24,319171.0
1874,ENSMUSG00000031885.15,3059.1075050507266,-0.8060316386149331,0.07860338886603233,6.77829425651776e-25,6.444081668843138e-24,Cbfb,12400.0
1875,ENSMUSG00000005803.15,1304.0651177746201,0.5898580485553127,0.057403827567470686,7.058326081971154e-25,6.706727332074564e-24,Sqor,59010.0
1876,ENSMUSG00000052296.8,5189.10277006056,0.45113474222455024,0.043867903516571806,7.183499607959775e-25,6.822027133017662e-24,Ppp6r1,243819.0
1877,ENSMUSG00000015711.9,893.5200680656463,-0.7526512256852812,0.07338468809199278,7.522846652142589e-25,7.140492059380521e-24,Prune1,229589.0
1878,ENSMUSG00000020859.17,4762.090211152976,-0.6248080479495076,0.06089169260521652,7.982124173742245e-25,7.572392134152921e-24,Spag9,70834.0
1879,ENSMUSG00000031605.9,666.935010663184,-0.6898205071155056,0.06732757965864375,8.645976384543828e-25,8.197802834860716e-24,Klhl2,77113.0
1880,ENSMUSG00000031976.15,472.8412259759261,-0.8288886807671387,0.08112126027376144,9.198713067448096e-25,8.717248511151877e-24,Urb2,382038.0
1881,ENSMUSG00000026782.16,759.2711904415797,-0.9619434517195518,0.0942008215314258,9.245641749531723e-25,8.757062913857373e-24,Abi2,329165.0
1882,ENSMUSG00000021244.16,1254.4490530974808,-0.7242635806039223,0.07074333237302757,9.408426534990451e-25,8.906510475419229e-24,Ylpm1,56531.0
1883,ENSMUSG00000037523.14,1341.1863440403129,0.5054740901822475,0.049317287319784964,1.001236453865171e-24,9.473196315486929e-24,Mavs,228607.0
1884,ENSMUSG00000024885.10,2434.784190814137,0.6556927880743109,0.0640369073411561,1.0547453074503952e-24,9.974173247099916e-24,Aldh3b1,67689.0
1885,ENSMUSG00000026434.13,1952.2863148841798,-0.5686867805677466,0.055594790363008184,1.069018159312988e-24,1.0103781181071721e-23,Nucks1,98415.0
1886,ENSMUSG00000058173.13,94.4375188537273,-2.094026937849717,0.20781278256382577,1.173525581886082e-24,1.1085647808527273e-23,Smco4,170748.0
1887,ENSMUSG00000035354.10,2111.0409780428367,0.6221066916378452,0.06083726207543859,1.2122830930775915e-24,1.1445699833741584e-23,Uvrag,78610.0
1888,ENSMUSG00000027508.16,941.1605337162483,1.093508066282317,0.10749578013163685,1.2332295222265505e-24,1.1637297228807322e-23,Pag1,94212.0
1889,ENSMUSG00000118607.2,64.94009923054153,7.48837488444477,0.719482938854198,1.330537892000356e-24,1.2548895227039885e-23,Gm7592,101055758.0
1890,ENSMUSG00000022967.14,4476.57913367489,0.6993957206703344,0.06850265807825295,1.3456842952769694e-24,1.2685032489235179e-23,Ifnar1,15975.0
1891,ENSMUSG00000022962.16,1887.3050163529006,-0.8070370898170598,0.07934378872136864,1.3615740389862247e-24,1.282802912669412e-23,Gart,14450.0
1892,ENSMUSG00000050148.10,1340.8627454552043,-0.7478031732393629,0.07333776328433017,1.4024892753593324e-24,1.3206526918499929e-23,Ubqln2,54609.0
1893,ENSMUSG00000021185.17,929.4823348044933,0.6847586560716374,0.06713595191190104,1.4496715994819732e-24,1.3643607615621148e-23,Dglucy,217830.0
1894,ENSMUSG00000030084.12,12468.633177412683,1.1110624745146362,0.10910351870362037,1.4603589496663861e-24,1.373108265182482e-23,Plxna1,18844.0
1895,ENSMUSG00000005667.9,1542.9239635743354,1.7087605500086487,0.1693833023032819,1.4605075002923233e-24,1.373108265182482e-23,Mthfd2,17768.0
1896,ENSMUSG00000025646.10,569.308379420102,2.268769209794807,0.22604977938268947,1.4652639710745127e-24,1.3768535289379492e-23,Atrip,235610.0
1897,ENSMUSG00000029234.14,3024.8669160149534,-0.7223168434783425,0.07113359416011605,1.471062186923767e-24,1.3815732167756368e-23,Tmem165,21982.0
1898,ENSMUSG00000063234.6,85.13908251298228,2.643063733547226,0.2639130190885415,1.5843962566617966e-24,1.4872288571489236e-23,Gpr84,80910.0
1899,ENSMUSG00000031295.14,1631.5268717364293,-1.3207036993055161,0.1311429901799088,1.5972758608698136e-24,1.4985290540946076e-23,Phka2,110094.0
1900,ENSMUSG00000047534.18,249.63634471141805,-1.4756331384997752,0.14615329270275218,1.6529834421329738e-24,1.5499764739495295e-23,Mis18bp1,217653.0
1901,ENSMUSG00000001173.16,1020.3301066160428,0.6789975716753048,0.06667622238698208,1.7809896666586214e-24,1.6691274014302997e-23,Ocrl,320634.0
1902,ENSMUSG00000090104.2,55.916142021105266,2.3178595302881453,0.23058251167853208,1.8227430305442413e-24,1.707360138389916e-23,,
1903,ENSMUSG00000027395.16,423.21301231629064,-1.0964635683136124,0.10816014276610246,1.825614631318422e-24,1.7091513542600635e-23,Polr1b,20017.0
1904,ENSMUSG00000045751.17,237.7797929332423,-1.3265532749033275,0.13127207245845815,1.8611363608700607e-24,1.741491880528414e-23,Mms22l,212377.0
1905,ENSMUSG00000034488.15,147.05953724795435,-2.59946616314235,0.25981458867625334,1.8652048310583265e-24,1.7443826388522388e-23,Edil3,13612.0
1906,ENSMUSG00000042699.12,3347.390812472832,-0.8722671741086232,0.08590646541038154,1.8833949428984263e-24,1.7604703201824953e-23,Dhx9,13211.0
1907,ENSMUSG00000045404.17,1067.3778469068466,-0.738465213683568,0.07264309935844632,1.9190633350887437e-24,1.792870077500842e-23,Kcnk13,217826.0
1908,ENSMUSG00000030505.18,514.9964063883893,-1.2966603047044951,0.12837858437748592,1.920258731055521e-24,1.79304662224765e-23,Prmt3,71974.0
1909,ENSMUSG00000017002.15,54.95475973543239,3.9734561412536715,0.4047861633138496,1.9522341099879604e-24,1.821948816319827e-23,Slpi,20568.0
1910,ENSMUSG00000030147.13,100.01397397147619,-2.849363888503146,0.284787580679098,1.9750993316171027e-24,1.842323020528288e-23,Clec4b1,69810.0
1911,ENSMUSG00000020868.16,4206.054737984883,0.8219356640070088,0.08117355817690114,2.015521083640174e-24,1.8790436225082858e-23,Xylt2,217119.0
1912,ENSMUSG00000029438.10,105.2106522439272,-1.9189639240342715,0.19136357848864385,2.0535461183558646e-24,1.91349255463536e-23,Bcl7a,77045.0
1913,ENSMUSG00000006526.14,382.2488880914622,1.6757268037691497,0.16676931761446787,2.1254636025903082e-24,1.9794699186486634e-23,Stimate,69179.0
1914,ENSMUSG00000067235.15,71.5237189201361,2.323589403283315,0.23216262646473318,2.1612848573435925e-24,2.0117790500748925e-23,H2-Q10,15007.0
1915,ENSMUSG00000020961.16,115.50073373910567,-2.254364235404942,0.22652790484529658,2.1714099673078733e-24,2.0201483017001082e-23,Ston2,108800.0
1916,ENSMUSG00000070883.4,63.89144568956194,2.727605340439238,0.2735708234654859,2.197219887645308e-24,2.0430933986580798e-23,Ccdc173,75051.0
1917,ENSMUSG00000021226.8,226.63000712014806,-1.2081381757362555,0.1196195971577471,2.421315826229622e-24,2.250295396980018e-23,Acot2,171210.0
1918,ENSMUSG00000005198.16,6324.762984791645,-0.7087306188120888,0.06988268521050105,2.4365211482425667e-24,2.2632461301923656e-23,Polr2a,20020.0
1919,ENSMUSG00000102918.2,558.8366322024586,-1.5045991175733275,0.14945677212702124,2.5444038661119314e-24,2.3622250796586855e-23,Pcdhgc3,93706.0
1920,ENSMUSG00000020899.17,531.1630243902487,-1.5437932938730892,0.15393997331331327,2.59013488550563e-24,2.4034293291754325e-23,Pfas,237823.0
1921,ENSMUSG00000005625.16,2338.5654300180818,0.6608414468857687,0.065285507893681,2.6553383744931974e-24,2.4626501030697973e-23,Psmd4,19185.0
1922,ENSMUSG00000043664.8,209.9203451034775,1.3474595771232565,0.13387299031358446,2.7877913498492568e-24,2.5841462377166677e-23,Tmem221,434325.0
1923,ENSMUSG00000026471.15,572.4590695841553,0.9302941970525218,0.09202494975585682,2.8319399315591958e-24,2.6237047228631636e-23,Mr1,15064.0
1924,ENSMUSG00000055943.6,2854.4891665843015,0.5219189368627384,0.05143836467385229,2.898768596076993e-24,2.684223560691669e-23,Emc7,73024.0
1925,ENSMUSG00000021178.10,4051.4037547012986,0.6675640113119405,0.06579399610568629,3.0195729334763317e-24,2.794634357548796e-23,Psmc1,19179.0
1926,ENSMUSG00000071655.13,3167.202766496035,0.45924752246451145,0.04527244320019044,3.104126771905311e-24,2.871397848819575e-23,Ubxn1,225896.0
1927,ENSMUSG00000040987.16,180.9274934726688,2.0483452981663985,0.20545454878882644,3.2056601206969017e-24,2.963780005725791e-23,Mill2,243864.0
1928,ENSMUSG00000059208.16,4931.673626446955,-0.6894560534250507,0.06822081904693472,3.491350225878418e-24,3.2262393995980234e-23,Hnrnpm,76936.0
1929,ENSMUSG00000030102.12,604.4130014525517,1.5027317089077603,0.15015388813252495,3.740568533463028e-24,3.454741782901882e-23,Itpr1,16438.0
1930,ENSMUSG00000021215.16,189.95710808147848,-2.5533968261155797,0.25711755974550915,3.746649776346674e-24,3.4585654101239554e-23,Net1,56349.0
1931,ENSMUSG00000039745.9,1397.3920257887787,0.7933301217248724,0.07857773764903105,3.817390610300692e-24,3.522042004822223e-23,Htatip2,53415.0
1932,ENSMUSG00000049624.15,2007.3904273822554,-0.8006568746989275,0.07934477029584557,3.85148231646105e-24,3.5516567779539374e-23,Slc17a5,235504.0
1933,ENSMUSG00000029059.10,1065.1483905659138,1.2229811844166243,0.12130448033059549,4.195760278598687e-24,3.8671321843514854e-23,Prxl2b,66469.0
1934,ENSMUSG00000029156.12,1132.985292338101,0.6403002041326171,0.06339591325564739,4.223572318358216e-24,3.8907530725889335e-23,Sgcb,24051.0
1935,ENSMUSG00000003161.16,2499.3657072609835,0.710774389471137,0.07043999452916584,4.2648153260644184e-24,3.926715754478743e-23,Sri,109552.0
1936,ENSMUSG00000014226.11,1962.5100550378806,0.7892515520544787,0.07829210545203208,4.321128169566507e-24,3.976509270092814e-23,Cacybp,12301.0
1937,ENSMUSG00000047414.7,3596.9280431388565,-1.0166592181265788,0.1012308003305032,4.9432837176337655e-24,4.5466981266578816e-23,Flrt2,399558.0
1938,ENSMUSG00000035960.15,997.8060790835546,-0.8736752827651676,0.08683065244932947,5.066692394490969e-24,4.6578014293215227e-23,Apex1,11792.0
1939,ENSMUSG00000039007.11,1149.9969504462201,0.6277986180533637,0.062275307176027445,5.080429114878544e-24,4.66802089276308e-23,Cpq,54381.0
1940,ENSMUSG00000024242.16,1641.3184019331443,-0.6234558205987613,0.061876711440427785,5.331864348383483e-24,4.8965203727216557e-23,Map4k3,225028.0
1941,ENSMUSG00000021728.9,1704.8722623421222,-0.9460520486532586,0.09420603599176751,5.407672732912677e-24,4.963580495083578e-23,Emb,13723.0
1942,ENSMUSG00000024143.16,2158.9452684544503,1.0004271016294195,0.09980464707377514,5.7663716776869075e-24,5.2900966946277e-23,Rhoq,104215.0
1943,ENSMUSG00000092060.5,405.54133383588925,-0.992794354230078,0.09897335771261732,5.8267141485894565e-24,5.342704028372092e-23,Bend4,666938.0
1944,ENSMUSG00000028643.12,281.3288975884458,0.9954465845623941,0.09926492140148178,5.9180220279625705e-24,5.423635825626603e-23,Svbp,69216.0
1945,ENSMUSG00000079442.13,1861.5478923846272,-0.6666770727757572,0.06631277877180677,6.28461224108562e-24,5.756640189572308e-23,St6galnac4,20448.0
1946,ENSMUSG00000032666.17,251.82857070329175,-1.1833844349250526,0.11831525556348065,6.443937980203948e-24,5.899547741794118e-23,1700025G04Rik,69399.0
1947,ENSMUSG00000023030.17,2550.768259884709,1.0013695050973777,0.09985220180948683,6.871657300972203e-24,6.287901719266603e-23,Slc11a2,18174.0
1948,ENSMUSG00000021998.17,42145.52991800044,-0.5664052712524893,0.05661383577205544,7.248663254587814e-24,6.629475592594275e-23,Lcp1,18826.0
1949,ENSMUSG00000032997.17,132.0015805002281,1.5913679428085115,0.16011006105720413,7.584414327269263e-24,6.932987463038952e-23,Chpf,74241.0
1950,ENSMUSG00000038780.15,1339.6254161104273,0.7003569552123322,0.069805730696071,7.679882233648257e-24,7.016655480752684e-23,Smurf1,75788.0
1951,ENSMUSG00000104303.2,221.57958450186038,1.3889963001888979,0.1396008755919422,8.114295564738439e-24,7.40975344855869e-23,,
1952,ENSMUSG00000024413.15,9289.58780738037,-0.6360367620843622,0.06333979684895483,8.354006096339282e-24,7.624742449404747e-23,Npc1,18145.0
1953,ENSMUSG00000062352.16,738.7262277306359,0.6249076699793622,0.06228619507062725,8.507144490967993e-24,7.760536930419139e-23,Itgb1bp1,16413.0
1954,ENSMUSG00000025025.15,836.3497128227377,-1.0591292776329093,0.1061066853092076,8.703694370067364e-24,7.93577374089663e-23,Mxi1,17859.0
1955,ENSMUSG00000014867.10,7573.121311053039,0.6385739917952388,0.06370171075229891,8.753758943145817e-24,7.977338584710276e-23,Surf4,20932.0
1956,ENSMUSG00000020745.16,5887.9666411353255,0.6572909809849771,0.06560255666650087,9.353995263455997e-24,8.519978507859511e-23,Pafah1b1,18472.0
1957,ENSMUSG00000027519.11,2095.715811582956,0.5562574635972368,0.055549529267987376,1.0741411735652106e-23,9.77869144008063e-23,Rab22a,19334.0
1958,ENSMUSG00000021477.10,63829.244945127924,-1.3628390222656186,0.1373740747820063,1.1040057323019126e-23,1.0045437245500958e-22,Ctsl,13039.0
1959,ENSMUSG00000018925.4,80.06947831952496,11.88776089441533,2.9583316620001145,1.1085738585483063e-23,1.008185393767056e-22,Heatr9,629303.0
1960,ENSMUSG00000034006.18,1034.8310130277712,-1.1609108990818433,0.11680717082185231,1.124981648280932e-23,1.0225853594782187e-22,Slc66a2,66943.0
1961,ENSMUSG00000035365.16,75.24269563057655,-3.8912950395789885,0.39730796033391214,1.363180758397002e-23,1.2384716160938801e-22,Parpbp,75317.0
1962,ENSMUSG00000025791.19,1240.2773103776228,0.7774945310989744,0.07794520942813254,1.384043218842884e-23,1.256784606875883e-22,Pgm1,72157.0
1963,ENSMUSG00000030795.19,4239.911375242185,-1.0592292835488142,0.10671463809952197,1.520161460387667e-23,1.3796839825912724e-22,Fus,233908.0
1964,ENSMUSG00000040111.18,3327.188070024891,-0.8425919984529104,0.08490451587575268,1.5750608870841207e-23,1.428782319974068e-22,Gramd1b,235283.0
